0,FileTitle,Total return count,Total return count above 0.50,Return 1 count above 0.50,Return 2 count above 0.50,Return 3 count above 0.50,Return 4 count above 0.50,Return 5 count above 0.50,Return 6 count above 0.50,Return 7 count above 0.50,Return 8 count above 0.50,Return 9 count above 0.50,Other return count above 0.50,Elev minimum,Elev maximum,Elev mean,Elev mode,Elev stddev,Elev variance,Elev CV,Elev IQ,Elev skewness,Elev kurtosis,Elev AAD,Elev MAD median,Elev MAD mode,Elev L1,Elev L2,Elev L3,Elev L4,Elev L CV,Elev L skewness,Elev L kurtosis,Elev P01,Elev P05,Elev P10,Elev P20,Elev P25,Elev P30,Elev P40,Elev P50,Elev P60,Elev P70,Elev P75,Elev P80,Elev P90,Elev P95,Elev P99,Canopy relief ratio,Elev SQRT mean SQ,Elev CURT mean CUBE,Int minimum,Int maximum,Int mean,Int mode,Int stddev,Int variance,Int CV,Int IQ,Int skewness,Int kurtosis,Int AAD,Int L1,Int L2,Int L3,Int L4,Int L CV,Int L skewness,Int L kurtosis,Int P01,Int P05,Int P10,Int P20,Int P25,Int P30,Int P40,Int P50,Int P60,Int P70,Int P75,Int P80,Int P90,Int P95,Int P99,Profile area,miasto,gatunek,gatunek2,wiek_dok,klasa_w,rodzaj
99,99_zdy_p_d,123800,104436,79265,22797,2276,97,1,0,0,0,0,0,0.510000,27.840000,15.591438,16.127143,4.660505,21.720304,0.298914,5.700001,-0.678254,3.433026,3.611285,2.820000,2.822858,15.591438,2.579113,-0.319796,0.389492,0.165419,-0.123994,0.151018,2.413500,6.260000,9.250000,12.170000,13.080000,13.860000,15.160000,16.170000,17.129999,18.180000,18.780001,19.430000,21.059999,22.270000,24.280001,0.551827,16.273077,16.795059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.543483,zdynia,bk,,62,4,porolny
100,100_zdy_p_d,115798,91185,72523,17394,1228,40,0,0,0,0,0,0,0.510000,26.920000,13.280347,13.086191,4.895747,23.968343,0.368646,7.059999,-0.216640,2.447440,4.011769,3.530001,3.563809,13.280347,2.792960,-0.132939,0.242602,0.210308,-0.047598,0.086862,2.220000,4.620000,6.450000,8.940000,9.920000,10.740000,12.180000,13.520000,14.840000,16.240000,16.980000,17.790001,19.559999,20.820000,22.860001,0.483542,14.153999,14.845394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.282732,zdynia,bk,,62,4,porolny
101,101_wij_p_d,169746,144321,62871,46114,23603,8887,2364,457,25,0,0,0,0.510000,22.549999,9.732762,11.704920,3.458260,11.959562,0.355322,5.010000,-0.238716,2.673026,2.827141,2.460000,2.434920,9.732762,1.960294,-0.126313,0.185652,0.201412,-0.064436,0.094706,1.630000,3.590000,4.950000,6.640000,7.290000,7.910000,9.070000,10.080000,10.990000,11.870000,12.300000,12.760000,13.850000,14.750000,17.090000,0.418456,10.328898,10.804463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.116607,wilcza_jama,bk,,75,4,porolny
102,102_wij_p_d,127844,107268,45209,34559,18233,6887,1974,378,28,0,0,0,0.510000,24.650000,10.920266,12.005238,4.338941,18.826409,0.397329,6.410000,-0.037904,2.416082,3.573780,3.190000,3.165238,10.920266,2.479777,-0.037749,0.203413,0.227080,-0.015223,0.082029,1.760000,3.660000,4.990000,6.890000,7.710000,8.490000,9.820000,11.060000,12.250000,13.490000,14.120000,14.790000,16.549999,17.799999,20.193281,0.431245,11.750678,12.420142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.879948,wilcza_jama,bk,,75,4,porolny
103,103_wij_p_d,198398,162165,71245,52707,26125,9279,2360,413,36,0,0,0,0.510000,25.350000,9.968463,6.818572,4.522209,20.450375,0.453652,6.740000,0.261007,2.428182,3.748468,3.350000,3.618572,9.968463,2.581368,0.142884,0.197018,0.258954,0.055352,0.076323,1.460000,3.010000,4.200000,5.840000,6.490000,7.100000,8.350000,9.650000,11.050000,12.480000,13.230000,14.030000,16.150000,17.860001,20.420000,0.380775,10.946255,11.759755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.328021,wilcza_jama,bk,,75,4,porolny
104,104_bie_p_d,124101,92286,54477,28533,8068,1132,70,6,0,0,0,0,0.510000,29.950001,12.463448,14.529048,6.064709,36.780698,0.486600,9.730001,-0.104443,2.050654,5.138223,4.800000,4.690951,12.463448,3.488885,-0.108267,0.143225,0.279929,-0.031032,0.041052,0.860000,2.350000,3.820000,6.320000,7.560000,8.720000,10.900000,12.910000,14.680000,16.410000,17.290001,18.200001,20.350000,21.820000,23.930000,0.406027,13.860658,14.869941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.244707,bieliczna,bk,,60,3,porolny
105,105_olc_p_d,116175,91639,44493,29303,12775,4078,854,129,7,0,0,0,0.510000,26.110001,15.248124,17.576667,4.966445,24.665577,0.325709,6.090000,-0.812999,3.359847,3.886397,2.960001,2.863333,15.248124,2.735554,-0.449876,0.387762,0.179403,-0.164455,0.141749,1.560000,4.700000,8.060000,11.620000,12.670000,13.500000,14.950000,16.129999,17.200001,18.230000,18.760000,19.330000,20.760000,21.920000,23.850000,0.575708,16.036539,16.599610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.822353,olchowiec,bk,,75,4,porolny
106,106_wyz_p_d,137343,104213,84092,18864,1220,37,0,0,0,0,0,0,0.510000,26.840000,12.181212,10.958413,4.625474,21.395008,0.379722,6.720000,0.070701,2.479458,3.789328,3.360000,3.411587,12.181212,2.640095,0.036256,0.235095,0.216735,0.013733,0.089048,2.640000,4.660000,6.030000,8.040000,8.830000,9.530000,10.850000,12.080000,13.370000,14.770000,15.550000,16.350000,18.340000,19.900000,22.430000,0.443267,13.029840,13.744181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.982452,wysowa,,,,,porolny
107,107_wyz_p_d,77431,62351,56302,5985,63,1,0,0,0,0,0,0,0.510000,26.500000,11.255437,11.648571,3.530807,12.466600,0.313698,4.790000,-0.170438,2.937709,2.824941,2.389999,2.378571,11.255437,1.993638,-0.082662,0.235368,0.177127,-0.041463,0.118060,2.815000,5.020000,6.540000,8.280000,8.940000,9.510000,10.530000,11.440000,12.300000,13.240000,13.730000,14.260000,15.650000,16.780001,18.670000,0.413445,11.796239,12.252374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.064195,wysowa,,,,,porolny
108,108_wyz_p_d,139582,106541,71686,28801,5505,522,27,0,0,0,0,0,0.510000,33.750000,15.375394,16.866190,6.380363,40.709028,0.414972,9.449999,-0.266520,2.291569,5.293481,4.510000,4.426191,15.375394,3.639912,-0.264893,0.264620,0.236736,-0.072775,0.072700,1.990000,4.080000,5.870000,9.160000,10.680000,12.050000,14.370000,16.280001,17.820000,19.340000,20.129999,21.000000,23.190001,24.980000,27.610001,0.447214,16.646663,17.590864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.131249,wysowa,,,,,porolny
109,109_wij_p_d,184809,156057,70985,49470,23685,8831,2514,529,43,0,0,0,0.510000,25.750000,12.646365,14.532222,5.137985,26.398893,0.406282,7.719999,-0.252125,2.240031,4.271841,3.780000,3.662222,12.646365,2.939243,-0.191277,0.195150,0.232418,-0.065077,0.066395,1.790000,3.590000,5.100000,7.680000,8.850000,9.900000,11.680000,13.190000,14.550000,15.900000,16.570000,17.330000,19.139999,20.389999,22.180000,0.480839,13.650248,14.406267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.474433,wilcza_jama,,,,,porolny
110,110_wij_p_d,143686,120237,53244,38655,18970,6944,1994,400,30,0,0,0,0.510000,27.620001,11.181897,11.267937,5.044618,25.448166,0.451141,7.690000,0.110884,2.322165,4.188666,3.849999,3.842063,11.181897,2.889659,0.051704,0.200026,0.258423,0.017893,0.069221,1.520000,3.140000,4.380000,6.350000,7.220000,8.090000,9.700000,11.190000,12.610000,14.120000,14.910000,15.770000,17.870001,19.540001,22.430000,0.393652,12.267142,13.134750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.237580,wilcza_jama,,,,,porolny
111,111_rop_l_d,71610,59148,51154,7858,136,0,0,0,0,0,0,0,0.510000,29.120001,15.711586,17.312699,4.667513,21.785677,0.297075,6.150000,-0.520401,3.028580,3.721271,3.020000,2.962698,15.711586,2.616564,-0.275433,0.318994,0.166537,-0.105265,0.121913,3.370000,7.000000,9.100000,11.880000,12.910000,13.710000,15.080000,16.280001,17.400000,18.480000,19.059999,19.670000,21.240000,22.490000,24.555311,0.531338,16.390218,16.929805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.274997,ropa,,,,,lesny
112,112_rop_l_d,106744,95581,81392,13813,371,5,0,0,0,0,0,0,0.520000,28.790001,14.367837,14.879366,4.330951,18.757138,0.301434,5.859999,-0.171985,2.862934,3.465838,2.920000,2.909365,14.367837,2.447334,-0.085418,0.293563,0.170334,-0.034903,0.119952,3.940000,6.820000,8.610000,10.750000,11.520000,12.210000,13.420000,14.540000,15.620000,16.770000,17.379999,18.049999,19.809999,21.219999,23.870001,0.489842,15.006388,15.550700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.250378,ropa,,,,,lesny
113,113_bru_l_d,86130,71860,61989,9711,158,2,0,0,0,0,0,0,0.510000,31.440001,15.689243,16.220476,5.803426,33.679757,0.369898,8.230000,-0.191226,2.503430,4.729462,4.110000,4.100477,15.689243,3.306761,-0.136213,0.313525,0.210766,-0.041192,0.094813,2.410000,5.440000,7.628999,10.640000,11.730000,12.690000,14.390000,15.940000,17.469999,19.070000,19.959999,20.920000,23.160000,24.770000,27.330000,0.490761,16.728169,17.554682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.302806,brunary,,,,,lesny
114,114_bru_l_d,80833,70431,59136,11021,272,2,0,0,0,0,0,0,0.520000,28.840000,14.969837,17.601905,5.135493,26.373287,0.343056,7.099999,-0.503966,2.672454,4.171219,3.370000,3.248096,14.969837,2.893212,-0.342803,0.293388,0.193269,-0.118485,0.101406,2.390000,5.230000,7.390000,10.420000,11.620000,12.720000,14.440000,15.840000,17.030001,18.129999,18.719999,19.370001,20.969999,22.250000,24.379999,0.510234,15.826210,16.473868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.788152,brunary,,,,,lesny
